left,right,left_correct,right_correct,confidence,approved,source,model,decided_on,note
Stori,*,Stori,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Es handelt sich um einen Eigennamen (Prof. Stori), passend zum Kontext und dem Namen Corsini."
Storr,*,Storm,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Passt exakt auf das beschriebene OCR-Fehlermuster (m -> r am Zeilenende) und ist ein im Korpus häufig vorkommender Name.
Stras,*,Straß,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms Straß: „Stras“ ist im Korpus nicht belegt, während „Straß“ häufig vorkommt; zudem ist der Wechsel von s zu ß am Zeilenende ein typischer OCR-Fehler. Im Kontext des Adels („zu Straß“) ist dies als Ortsbezeich"
Strau,*,Straß,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Straß: Im Kontext 'Hotel Straß' handelt es sich offensichtlich um einen Eigennamen; 'Strau' ist in diesem Zusammenhang unplausibel.
Streiß,*,Streiß,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename in einer Personenliste
Stufer,*,Stufen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Stufen: Grammatikalisch korrektes Objekt im Akkusativ ('die Stufen steigen'); typischer OCR-Fehler n -> r am Zeilenende.
Stutt,*,Stutt,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Stücker,*,Stücker,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigename (Geburtsname) nach 'geb.'
Szabe,*,Szabo,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Szabo: Häufiger Eigenname im Korpus; 'e' am Zeilenende ist hier ein wahrscheinlicher OCR-Fehler für 'o'.
Szalat,*,Szalat,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Szilasst,*,Szilassy,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Szilassy: Häufiger Eigenname im Korpus; 't' am Zeilenende ist ein typischer OCR-Fehler für 'y'.
Sáari,*,Sáard,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Sáard: Die hohe Häufigkeit von 'Sáard' im Korpus gegenüber 'Sáari' deutet stark auf einen Eigennamen hin, bei dem das End-d als i gelesen wurde."
Söhncher,*,Söhnchen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Söhnchen: Typischer OCR-Fehler am Zeilenende (n -> r); 'Söhnchen' ist die korrekte grammatikalische Form und im Korpus häufig belegt.
Söhner,*,Söhner,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich um eine Aufzählung von Namen und Dienstgraden (Obersten v. Woinovich und Söhner); 'Söhner' ist hier als Eigenname zu werten.
Tafe,*,Tafe,*,medium,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Der Artikel 'die' schließt das maskuline 'Taft' grammatikalisch aus; 'Tafe' ist höchstwahrscheinlich eine abgeschnittene Form von 'Tafel', was zum Kontext 'Tischtuch' passt."
Tager,*,Tagen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Tagen: Grammatikalisch ist nach 'in den letzten' der Dativ Plural 'Tagen' zwingend erforderlich; zudem passt das Fehlerbild n->r.
Taufpater,*,Taufpater,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Grammatikalisch korrekte Singularform im Kontext einer Taufe; 'Als Taufpater' ist eine gängige Einleitung für die Nennung der Person.
Teer,*,Teer,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Im Kontext von 'Straßenbau' ist 'Teer' (bitumen) die einzig logische Wahl; 'Tees' ergibt keinen Sinn.
TeilA,*,Teile,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Teile: Bezug auf den 'Gräflichen Gotha', ein mehrbändiges Verzeichnis, bei dem 'Teile' die logische Bezeichnung ist; 'TeilA' ist ein typischer OCR-Fehler."
Teiler,*,Teilen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Teilen: Die Wendung 'aus allen Teilen' ist eine feste Redewendung; grammatikalisch ist hier der Dativ Plural erforderlich.
Teleky,*,Teleki,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Die Familie Teleki ist ein bekanntes ungarisches Adelsgeschlecht; die hohe Häufigkeit im Korpus bestätigt dies gegenüber der Variante 'Teleky'.
Terese,*,Terese,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich um einen Eigennamen; die Schreibweise 'Terese' ist eine historisch korrekte Variante und muss gemäß Regel 3 beibehalten werden.
Theodoro,*,Theodoro,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Die Titel 'Erzbischof', 'Msr.' (Monsignore) und 'Conte' sind eindeutig maskulin, daher ist die männliche Form 'Theodoro' korrekt."
Theresianischer,*,Theresianischen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Theresianischen: Grammatikalisch ist nach 'in der' die Endung -en erforderlich (Dativ); zudem passt das Fehlerbild n -> r.
Theresiav,*,Theresian,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Theresian: Das 'v' am Zeilenende ist ein typischer OCR-Fehler für 'n'; zudem ist 'Theresian' im Korpus häufig belegt, während 'Theresiav' nicht existiert."
Therest,*,Therese,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Therese: Kontext 'seiner Witwe' erfordert einen weiblichen Namen; 'Therese' ist die im Korpus weitaus häufigste Form.
Thoman,*,Thoman,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigennamen bleiben gemäß Regel 3 unverändert.
Thure,*,Thurn,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Häufiger Adelname im Kontext der Zeitschrift; passt zum beschriebenen OCR-Fehler am Zeilenende (n -> e/r).
Thury,*,Thury,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigenname; wird in allen drei Kontextbeispielen konsistent verwendet.
Tint,*,Tint,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname; gemäß Regel 3 bleiben Eigennamen auch bei geringer statistischer Häufigkeit unverändert.
Tite,*,Tite,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Toilettc,*,Toilette,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Toilette: Klassischer OCR-Fehler am Zeilenende; 'Toilette' ist ein häufiger Begriff im Kontext von Mode und Gesellschaft.
Toiletter,*,Toiletten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Toiletten: Typischer OCR-Fehler am Zeilenende (n -> r); passt in den Kontext der Aufzählung von Kleidungsstücken.
Totes,*,Toten,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms Toten: Hohe Korpusfrequenz von 'Toten' gegenüber 'Totes' und typischer OCR-Fehler am Zeilenende.
Trachter,*,Trachten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Trachten: Grammatikalisch korrekt im Dativ Plural ('in vormaligen Trachten'); entspricht dem typischen OCR-Fehler n->r am Zeilenende.
Trages,*,Trages,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen (Schlossname), die gemäß Regel 3 unverändert bleiben."
Trapl,*,Trapp,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Trapp: „von Trapp“ ist ein bekannter österreichischer Adelsname und weist eine hohe Korpusfrequenz auf.
Trapy,*,Trapp,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Trapp: Trapp ist ein etablierter Familienname und im Korpus häufig belegt, während Trapy nicht vorkommt; es handelt sich um einen typischen OCR-Fehler am Zeilenende."
Traue,*,Traun,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Traun: Das Adjektiv 'tiefer' verlangt ein feminines Nomen im Dativ; 'Traun' (poetisch für Trauer) passt grammatikalisch und kontextuell, während 'Traum' maskulin ist ('in tiefem Traum')."
Traut,*,Traut,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Eigename (Vorname Alois, Nachname Traut)"
Trautt,*,Trautt,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen (Adelsfamilie), der gemäß Regel 3 unverändert bleiben muss."
Traux,*,Traux,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigenname im Zusammenhang mit dem Adelstitel 'Freiherrn De'.
Triestina,*,Triestina,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Teil des Eigennamens 'Banca Commerciale Triestina', einer historischen Bank in Triest."
Trousseauz,*,Trousseaux,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Trousseaux: Pluralform des französischen Lehnworts 'Trousseau'; typischer OCR-Fehler x -> z.
Trudy,*,Trudy,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigennamen bleiben gemäß Regel 3 unverändert.
Trupper,*,Truppen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Truppen: Grammatikalisch korrekter Dativ Plural ('den ... Truppen'); typischer OCR-Fehler n -> r am Zeilenende.
Tschechoslowaker,*,Tschechoslowakei,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Tschechoslowakei: Parallelismus in der Aufzählung von Ländern (Rumänien, Jugoslawien); 'von der Tschechoslowakei' ist grammatikalisch korrekt."
Turnierreiten,*,Turnierreiter,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Turnierreiter: Die Wendung 'eine Anzahl bekannter' erfordert ein Pluralnomen; 'Turnierreiter' passt hier grammatikalisch und inhaltlich, während das Sportgereignis 'Turnierreiten' im Singular steht."
Tänzerinner,*,Tänzerinnen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Tänzerinnen: Parallelismus zu 'die Tänzer' (Plural) und typischer OCR-Fehler n -> r am Zeilenende.
Töchtel,*,Töchter,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Töchter: Das Wort 'Töchtel' existiert nicht; im Kontext von 'Freyl.' (Fräulein) ist die Pluralform 'Töchter' eindeutig korrekt.
Ungarh,*,Ungarn,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Ungarn: Typischer OCR-Fehler (n -> r) am Zeilenende; Zemplin ist eine Region in Ungarn.
Ungarr,*,Ungarn,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Ungarn: Typischer OCR-Fehler am Zeilenende (n -> r); Teil einer Aufzählung von Ländern.
Ungars,*,Ungars,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Genitiv Singular passend zu 'jedes Österreichers'
VPräsidenter,*,VPräsidenten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms VPräsidenten: Dativ Singular nach 'dem'; typischer OCR-Fehler n -> r am Zeilenende.
Vajy,*,Vajy,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename einer ungarischen Adelsfamilie; bleibt gemäß Regel 3 unverändert.
Valeria,*,Valeria,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Passend zum italienischen Titel 'Signorina'.
Verb,*,Verb,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Hier handelt es sich um die gängige historische Abkürzung für 'Verein' (ehem. Vizepräsident des Vereins).
VerdienstO,*,Verdienste,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Grammatikalisch korrekte Genitivform im Kontext einer Auszeichnung ('Ritterkreuz des Verdienstes').
Vereina,*,Vereina,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname des Hotels; gemäß Regel 3 bleiben Eigennamen unverändert.
Vereinigter,*,Vereinigten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Vereinigten: Grammatikalisch ist nach dem Artikel 'der' im Genitiv Plural die Endung '-en' erforderlich (z. B. 'der Vereinigten Staaten').
Vers,*,Vers,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Das Wort passt in allen Kontexten: sowohl als Substantiv (Gedichtvers) als auch als gängige Abkürzung für 'Versicherung' (Allg. Vers.).
Verw,*,Verw,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Handelt sich um die gängige Abkürzung für 'Verwaltung', insbesondere im Kontext 'kgl. ung. Verw.' (königlich ungarische Verwaltung)."
Viktorin,*,Viktorin,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: In beiden Kontexten steht das Wort nach Titeln (Freiherr, Grafen), was auf einen Familiennamen hindeutet; 'Viktoria' als Vorname wäre hier grammatikalisch unpassend."
Villand,*,Villani,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Villani: Häufiger Eigenname im Korpus; 'Villand' ist mit hoher Wahrscheinlichkeit ein OCR-Fehler am Zeilenende.
Villann,*,Villani,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Villani: Häufigkeit im Korpus und plausibler Name für einen Baron/Gesandten; 'n' am Zeilenende ist ein typischer OCR-Fehler für 'i'.
Ville,*,Ville,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Es handelt sich um französische Bezeichnungen ('Hotel de Ville' für Rathaus sowie Adelstitel 'de Ville'), die in diesem Kontext korrekt sind."
Vitzthun,*,Vitzthum,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Vitzthum: Handelt sich um den Namen einer bekannten Adelsfamilie (Grafen von Vitzthum), was durch die hohe Häufigkeit im Korpus bestätigt wird."
Volks,*,Volke,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Volke: In Beispiel 2 ist die Wendung 'im Deutschen Volke' (Dativ-e) eine im späten 19. Jahrhundert absolut gängige Form; 'im deutschen Volks' wäre grammatikalisch unmöglich. Die hohe Korpusfrequenz von 'Volk
Volz,*,Volz,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname nach Titel und Initial
Vortrags,*,Vortrags,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Vásonykeo,*,Vásonykeö,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Vásonykeö: Eigename eines Ortes im Zusammenhang mit der Familie Zichy; hohe Häufigkeit im Korpus.
Wagel,*,Wagel,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen (Herr v. Wagel), die gemäß Regel 3 unverändert bleiben."
Wager,*,Wagen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Wagen: Typischer OCR-Fehler (r statt n am Zeilenende); Kontext deutet auf einen Unfall mit einem Fahrzeug hin.
Wahr,*,Wahl,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms Wahl: Obwohl 'vom' grammatikalisch nicht zu 'Wahl' (feminin) passt, ist 'Wahl' im Korpus sehr häufig vertreten, während 'Wahr' nicht vorkommt. Es ist wahrscheinlich, dass sowohl der Artikel ('von der' -> 'v"
Walda,*,Walda,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um eine Orts- oder Gutsbezeichnung ('Herrn auf Walda'), die als Eigenname gemäß Regel 3 unverändert bleibt."
Walderdorfl,*,Walderdorff,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Walderdorff: Häufigkeit im Korpus belegt den Namen Walderdorff; l am Zeilenende ist ein typischer OCR-Fehler für f.
Walten,*,Walten,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Hier handelt es sich um ein nominalisiertes Verb ('das Walten'), das grammatikalisch perfekt zum Adjektiv 'landesmütterliche' passt."
Walz,*,Walz,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigenname 'Karl Walz'
Washingtor,*,Washington,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Washington: Klassischer OCR-Fehler am Zeilenende (n zu r) bei einem bekannten Eigennamen.
Wassel,*,Wassel,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname (Nachname von Gen. Karl Wassel)
Wechselstuber,*,Wechselstuben,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Wechselstuben: Typischer OCR-Fehler am Zeilenende (n -> r); 'Wechselstuben' ist im Korpus belegt und passt grammatikalisch.
Weih,*,Weih,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Weihnachter,*,Weihnachten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Weihnachten: Die Wendung 'zu Weihnachten' ist ein Standardausdruck; zudem passt der Fehler n->r am Zeilenende exakt zum beschriebenen OCR-Muster.
Weises,*,Weisen,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms Weisen: Die hohe Häufigkeit von 'Weisen' im Korpus gegenüber 'Weises' deutet stark darauf hin, dass es sich hierbei um einen Eigennamen oder einen feststehenden Begriff handelt, der in diesem Text häufig vork"
Weisz,*,Weisz,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigename im Kontext einer Personenaufzählung (Dr. Schmidt & Dr. Weisz).
Weng,*,Weng,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Die Abkürzung 'geb.' weist auf einen Geburtsnamen hin, daher handelt es sich bei 'Weng' um einen Eigennamen."
Werr,*,Werr,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname nach dem Titel 'Ritter v.'
Werz,*,Werz,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Es handelt sich eindeutig um einen Eigennamen (Familienname), da er auf den Titel 'GM. v.' (Generalmajor von) folgt."
Weser,*,Weser,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Geografische Bezeichnung für den Fluss Weser (Hameln und Schloss Hehlen liegen an der Weser).
Wiene,*,Wiene,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Die Alternative 'Wiens' ist in allen drei Kontexten grammatikalisch unmöglich ('auf dem Wiens', 'echte Wiens'). Es handelt sich höchstwahrscheinlich um das Adjektiv 'Wiener', bei dem der letzte Buchst"
Wier,*,Wien,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Wien: St. Stephan und die Stationierung von Gesandten weisen eindeutig auf Wien hin; zudem passt der Fehler n->r zum beschriebenen OCR-Muster.
Wies,*,Wien,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: In einer Wiener Gesellschaftszeitung ist die Nennung des Wohnorts 'Wien' nach Titeln und Gütern (wie Mahlberg) eine Standardformel. Zudem ist 'Wien' im Korpus extrem häufig vertreten.
Wiesbader,*,Wiesbaden,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Wiesbaden: Typischer OCR-Fehler am Zeilenende (n -> r); Kontext '(geb. ...)' weist auf den Geburtsort Wiesbaden hin.
Wilczel,*,Wilczek,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Wilczek: Häufiger Adelname im Kontext des Wiener Salonblatts; l am Zeilenende ist ein typischer OCR-Fehler für k.
Wilhelmy,*,Wilhelmy,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname; bleibt gemäß Regel 3 unverändert.
Wilheln,*,Wilhelm,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Wilhelm: Typischer OCR-Fehler (m -> n) bei einem sehr häufigen Personennamen.
Willer,*,Willen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Willen: Grammatikalisch korrekte Dativform im Ausdruck 'von starkem Willen'.
Wittig,*,Wittig,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename; 'Wittig' ist ein plausibler Familienname im Kontext.
Wlassich,*,Wlassich,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich um einen Eigennamen; im Kontext einer Aufzählung ('... und Wlassich') ist die Grundform korrekt.
Wocher,*,Wochen,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Wochen: Grammatikalisch ist nach den Mengenangaben 'vier', 'drei' und 'einigen' der Plural 'Wochen' zwingend erforderlich; typischer OCR-Fehler n -> r."
Wola,*,Wola,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Teil eines Eigennamens (Ortsname Pogorska Wola).
Wolfe,*,Wolfe,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname bleibt gemäß Regel 3 unverändert.
Worter,*,Worten,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Worten: Grammatikalisch ist hier der Dativ Plural erforderlich (nach 'mit den', 'in warmen' und 'den'). Typischer OCR-Fehler n -> r am Zeilenende."
Wurg,*,Wurg,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename (Propst Gustav Wurg)
Zahn,*,Zahn,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigename (Name des Dichters Ernst Zahn)
Zarer,*,Zaren,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Zaren: Die Präposition 'mit' verlangt den Dativ; die korrekte Form von 'der Zar' im Dativ Singular ist 'dem Zaren'. Typischer OCR-Fehler n -> r.
