left,right,form,source,model,decided_on,note
Statth,Rat,period,llm,google/gemma-4-31b,2026-08-25,"Statth. ist eine gängige Abkürzung für Statthalter; es handelt sich um den Titel 'Statthalt. Rat', analog zu Beispielen wie 'Geh. Rat'."
Statth,Rate,period,llm,google/gemma-4-31b,2026-08-25,"Statth. ist die Abkürzung für Statthalter; es handelt sich um einen abgekürzten Titel vor dem Rang 'Rate' (Rat), analog zum Beispiel 'Geh. Rat'."
Statth,Rates,period,llm,google/gemma-4-31b,2026-08-25,"Abkürzung eines Titels (Statthalteratsrat), analog zum Beispiel 'Geh. Rat' in den Instruktionen."
Statth,Sekr,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Statthalter-Sekretär), das in der Zeitungstypografie jener Zeit bei Abkürzungen mit einem Bindestrich verbunden wird."
Statth,VPräs,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Statthalter-Vizepräsident), das in dieser Zeitung gemäß den Regeln für Substantiv-Komposita mit Bindestrich gesetzt wird."
StatthV,Präs,period,llm,google/gemma-4-31b,2026-08-25,"StatthV. ist eine Abkürzung für Statthalterei, gefolgt von der weiteren Abkürzung Präs. für Präsident."
Stifts,herrn,join,llm,google/gemma-4-31b,2026-08-25,"Zweiteiliges Kompositum 'Stiftsherrn', zweiter Teil klein geschrieben."
Strick,kleider,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil ist kleingeschrieben; es handelt sich um das Wort 'Strickkleider' im Kontext einer Aufzählung von Kleidungsstücken.
Swiatopolk,Czetwertyńska,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelnamen einer Person aus dem Adel (Prinzessin Swiatopolk-Czetwertyńska), was in dieser Zeitung typischerweise mit einem Bindestrich gesetzt wird."
Söhne,Freiherrn,comma,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Apposition bzw. Aufzählung (zwei Söhne, [nämlich] Freiherr Barnim), was in diesen Texten durch ein Komma getrennt wird."
Tags,darauf,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die adverbiale Wendung 'tags darauf' (am folgenden Tag), die aus zwei getrennten Wörtern besteht."
Takacs,Tolvay,hyphen,llm,google/gemma-4-31b,2026-08-25,"Doppelname des Adels, belegt durch Häufigkeiten im Korpus und den Kontext der Personenbeschreibung."
Talley,rand-Périgord,join,llm,google/gemma-4-31b,2026-08-25,"Das Wort 'Talleyrand' wurde mitten im Stamm zerschnitten, erkennbar an der Kleinschreibung des zweiten Teils."
Tanz,künste,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist klein geschrieben und beide Teile bilden zusammen das Substantiv 'Tanzkünste'.
Tarnóczy,Sprinzenberg,hyphen,llm,google/gemma-4-31b,2026-08-25,"Doppelname des Adels, belegt durch das Korpus."
Tarnóczy,Tarnowski,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelnamen des Adels, was durch die Belege im Korpus bestätigt wird."
Tea,Gowns,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den englischen Fachbegriff für ein Teekleid, der in Modeanzeigen dieser Zeit häufig mit Bindestrich (Tea-Gowns) geschrieben wurde; gestützt durch Korpusbelege."
Tea-Gowns,Lingerieblusen,comma,llm,google/gemma-4-31b,2026-08-25,Aufzählung verschiedener Kleidungsstücke (Modeartikel) in einer Liste.
Teagowns,Lingeriekleider,comma,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Aufzählung von Kleidungsstücken (Schlafröcke, Teagowns, Lingeriekleider, Blusen)."
Teuchert,Kauffmann,hyphen,llm,google/gemma-4-31b,2026-08-25,"Doppelname einer Person (erkennbar an 'geb. ...'), in dieser Zeitung typischerweise mit Bindestrich gesetzt."
Thaddäus,Dzieduszycki,split,llm,google/gemma-4-31b,2026-08-25,Thaddäus ist der Vorname und Dzieduszycki der Familienname; zwischen Vor- und Nachnamen steht kein Bindestrich.
Theater,publikum,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil ist kleingeschrieben; es handelt sich um das zusammengesetzte Substantiv 'Theaterpublikum'.
Theo,Dumba,split,llm,google/gemma-4-31b,2026-08-25,Vorname und Nachname einer Person; kein Bindestrich oder Satzzeichen dazwischen.
Theo,Mackeben,split,llm,google/gemma-4-31b,2026-08-25,Vorname und Nachname einer Person (Musiker Theo Mackeben).
Thun-Hohenstein,Salm-Reifferscheidt,comma,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Namensliste; 'Thun-Hohenstein' und 'Salm-Reifferscheidt' sind zwei verschiedene Personen, wobei die zweite Person durch den nachfolgenden Titel 'Fkherr' (Freiherr) gekennzeichn"
Thé,dansant,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den französischen Begriff 'Thé dansant' (Tanztee), der im Korpus fast ausschließlich als zwei getrennte Wörter ohne Bindestrich vorkommt."
Tir,JägRgt,period,llm,google/gemma-4-31b,2026-08-25,"Der linke Teil 'Tir' ist die gängige Abkürzung für 'Tiroler', welche zwingend einen Punkt benötigt; es folgt eine Bezeichnung des Regiments ('JägRgt')."
Tit,Bischof,period,llm,google/gemma-4-31b,2026-08-25,Tit. ist eine gängige Abkürzung für Titular (z. B. Titularbischof); gemäß den Regeln werden abgekürzte Titel/Ränge als 'period' markiert.
Tit,Erzbischof,period,llm,google/gemma-4-31b,2026-08-25,"Der linke Teil 'Tit' ist eine gängige Abkürzung für 'Titular' (z. B. Titularerzbischof), was gemäß den Regeln für Titelabkürzungen einen Punkt erfordert."
Tokary-Tokarzewski,Karaszewicz,comma,llm,google/gemma-4-31b,2026-08-25,"Aufzählung von Personen in einer diplomatischen Liste; Karaszewicz ist eine separate Person, worauf auch das folgende Komma vor dem Titel hindeutet."
Trousseaux,Lavettes,hyphen,llm,google/gemma-4-31b,2026-08-25,In historischen Anzeigen wurden Produktkategorien oft mit Bindestrich gekoppelt; zudem ist die Form 'Trousseaux-Lavettes' im Korpus deutlich häufiger vertreten als die Trennung durch Komma.
Trousseaux,Lingerie,comma,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Aufzählung von Warenkategorien in einer Anzeige (Aussteuer und Unterwäsche), was durch das folgende Komma bzw. den Gedankenstrich in den Beispielen bestätigt wird."
Tschurtschen,thaler-Helmheim,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil beginnt kleingeschrieben ('thaler'), was auf eine Worttrennung mitten im Stamm hindeutet; es handelt sich um den Doppelnamen Tschurtschenthaler-Helmheim."
Tullner,bach-Preßbaum,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil beginnt kleingeschrieben ('bach'), was auf eine Worttrennung innerhalb des Namens 'Tullnerbach-Preßbaum' hindeutet."
Tápió,Szele,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen ungarischen Ortsnamen (Tápiószele), der in deutschen Texten dieser Zeit bei Großschreibung beider Teile typischerweise mit Bindestrich gesetzt wurde."
Török-Szent,Miklos,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um den Ortsnamen Törökszentmiklós als Teil eines Adelstitels/Herkunftsbezeichnung. Da der zweite Teil großgeschrieben ist und die Zeitung bei Orts- und Eigennamen in Komposita konseque
Uckermann-Bende,leben,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil 'leben' ist kleingeschrieben und vervollständigt den Familiennamen Uckermann-Bendeleben.
Ueber,ragend,join,llm,google/gemma-4-31b,2026-08-25,"Zweiter Teil klein geschrieben; es handelt sich um das Adjektiv 'überragend', das am Zeilenende getrennt wurde."
Ueberliefe,rung,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil klein geschrieben; es handelt sich um die Zerschneidung des Substantivs 'Ueberlieferung'.
Ul,Rgt,hyphen,llm,google/gemma-4-31b,2026-08-25,Abkürzung für Ulanen-Regiment; Kompositum aus zwei abgekürzten Substantiven.
Ul,Rgte,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein zusammengesetztes Substantiv (Ulanen-Regiment), bei dem beide Teile abgekürzt und großgeschrieben sind; solche Komposita wurden in dieser Zeit konsequent mit Bindestrich gesetzt"
Ul,Rgts,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um das Kompositum 'Ulanen-Regiment' in abgekürzter Form (Ul.-Rgts), was dem typischen Muster für Titelkomposita und Substantiv-Komposita dieser Zeitung entspricht."
Um,½10,split,llm,google/gemma-4-31b,2026-08-25,Präposition 'Um' und Zeitangabe '½10 Uhr' sind zwei getrennte Wörter.
Um,½11,split,llm,google/gemma-4-31b,2026-08-25,Präposition 'Um' gefolgt von einer Zeitangabe; es handelt sich um zwei separate Wörter ohne Satzzeichen dazwischen.
Umgangs,sprache,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und bildet zusammen mit dem ersten Teil das gängige Kompositum 'Umgangssprache'.
Unglücklicher,weise,join,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um das Adverb 'Unglücklicherweise', das hier mitten im Wort getrennt wurde; der zweite Teil beginnt kleingeschrieben."
Univ,Prof,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Universitätsprofessor), das in der zeitgenössischen Verwaltungssprache oft mit Bindestrich abgekürzt wurde (Univ.-Prof.)."
Unter,abteilungen,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist kleingeschrieben, was auf eine Worttrennung mitten im Stamm hindeutet; 'Unterabteilungen' ist ein gängiges Kompositum."
Unter,den,split,llm,google/gemma-4-31b,2026-08-25,Präposition 'Unter' und Artikel 'den' bilden eine Wortgruppe ohne Satzzeichen.
Unter,kirchner,join,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Nachnamen Unterkirchner; der zweite Teil ist kleingeschrieben, was auf eine Worttrennung hindeutet."
Unwill,kürlich,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist klein geschrieben und beide Teile bilden zusammen das Wort 'unwillkürlich'.
Veilchen,strauß,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil 'strauß' ist kleingeschrieben; es handelt sich um ein zusammengesetztes Substantiv (Veilchenstrauß), das mitten im Wort zerschnitten wurde."
Venedig,Graf,comma,llm,google/gemma-4-31b,2026-08-25,Trennung von Ortsangabe (Venedig) und Person (Graf Capello) in einer Liste von Aufenthalten oder Gästen.
VereinsRes,Spit,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein zusammengesetztes Eigenname eines Spitals (wahrscheinlich Vereins-Residenz-Spital), bei dem beide Teile abgekürzt sind; der zweite Teil ist großgeschrieben."
Verkehrs,anstalten,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist klein geschrieben, was auf eine Worttrennung mitten im Stamm hindeutet; es handelt sich um das Kompositum 'Verkehrsanstalten'."
Verkehrs,und,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen Ergänzungsstrich bei einer Aufzählung von zusammengesetzten Begriffen (Verkehrs- und Paßamt / Verkehrs- und Finanzminister).
Verlust,konto,join,llm,google/gemma-4-31b,2026-08-25,Teil des Komposums 'Gewinn- und Verlustkonto'; der zweite Teil ist kleingeschrieben.
Verträumt,heit,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist ein kleingeschriebenes Suffix (-heit), das zusammen mit dem Stamm das Substantiv 'Verträumtheit' bildet."
Verw,GerHofes,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Substantiv-Kompositum (Verwaltungs-Gerichtshof), bei dem der erste Teil abgekürzt wurde; die Zeitung setzt solche Komposita zudem häufig mit Bindestrich."
Verw,Gerichtshofes,period,llm,google/gemma-4-31b,2026-08-25,Der linke Teil 'Verw.' ist eine gängige Abkürzung für 'Verwaltungs-'. Gemäß den Regeln führt eine Abkürzung am Zeilenumbruch zur Form 'period'.
VerwGer,Hofe,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um das Kompositum 'Verwaltungsgerichtshof' (hier im Dativ 'Verwaltungsgerichtshofe'), bei dem der erste Teil abgekürzt wurde. Da der zweite Teil ('Hofe') großgeschrieben ist und es ein"
VerwGer,Hofes,period,llm,google/gemma-4-31b,2026-08-25,"VerwGer. ist eine Abkürzung für Verwaltungsgericht; der Punkt gehört zur Abkürzung, danach folgt das Wort Hofes im Genitiv."
Vier,Jahreszeiten&quot,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Namen des Hotels „Vier Jahreszeiten“, der aus zwei getrennten Wörtern besteht."
Villiers,Forbes,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen englischen Namen (Reginald Villiers Forbes); die Häufigkeitsstatistik im Korpus zeigt eine deutliche Präferenz für die getrennte Schreibweise gegenüber dem Bindestrich.
Völker,bundrates,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und vervollständigt das Wort 'Völkerbundrates'.
WG,Rates,period,llm,google/gemma-4-31b,2026-08-25,WG. ist eine Abkürzung für 'Wirklicher Geheimer' (Rat); der Punkt gehört zur Abkürzung.
Waldburg,Zeil-Hohenems,hyphen,llm,google/gemma-4-31b,2026-08-25,Doppelname des Adels (Haus Waldburg-Zeil-Hohenems).
Waldburg-Zeil,und,split,llm,google/gemma-4-31b,2026-08-25,Das Wort 'und' verbindet hier zwei Personen (Waldburg-Zeil und Erzherzogin Hedwig/Fürstin-Mutter); es handelt sich um eine einfache Aufzählung ohne Satzzeichen.
Warmbad,Villach,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen zusammengesetzten Ortsnamen; laut Faustregel ist bei Eigennamen/Ortsnamen 'hyphen' sehr wahrscheinlich.
Watte,ville-Berckheim,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil beginnt kleingeschrieben ('ville'), was auf eine Trennung mitten im Namen 'Watteville' hindeutet; das Ergebnis ist der Doppelname Watteville-Berckheim."
Weih,nacht,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist klein geschrieben und beide Teile bilden zusammen das Wort 'Weihnacht'.
Welle,minsky,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil klein geschrieben; es handelt sich um den Nachnamen Welleminsky.
Welsersheimb-Uchtritz,traf,split,llm,google/gemma-4-31b,2026-08-25,Subjekt (Name) und Prädikat (Verb) stehen ohne Satzzeichen nebeneinander.
Welt,Gräfin,period,llm,google/gemma-4-31b,2026-08-25,In beiden Fällen schließt 'Welt' einen Gedanken bzw. Satz ab; danach beginnt eine neue Information über eine andere Person ('Gräfin Clementine' / 'Gräfin Marianne Szápáry').
Welt,Und,comma,llm,google/gemma-4-31b,2026-08-25,"In beiden Beispielen handelt es sich um poetische Texte; insbesondere im zweiten Beispiel ist das Komma bereits explizit gesetzt, im ersten Fall markiert der Trennstrich eine rhythmische Pause vor dem"
Wenck,heimschen,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil klein geschrieben; es handelt sich um die adjektivische Form des Familiennamens Wenckheim.
Westend,Hotel,hyphen,llm,google/gemma-4-31b,2026-08-25,Eigenname in Verbindung mit 'Hotel' wird in dieser Zeit und Publikation typischerweise mit Bindestrich gesetzt.
Wied,Fürst,comma,llm,google/gemma-4-31b,2026-08-25,Teil einer Aufzählung von Adelsfamilien bzw. Personen in einer Gäste- oder Namensliste.
Wien,er,period,llm,google/gemma-4-31b,2026-08-25,"Das Wort 'Wien' schließt hier die Phrase ab, und das kleingeschriebene 'er' (das im Original vermutlich groß war oder als Satzanfang fungiert) leitet einen neuen Satz ein."
Wien-Nieder,österreich,join,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den zusammengesetzten Namen 'Wien-Niederösterreich', wobei das Wort 'Niederösterreich' über den Zeilenumbruch getrennt wurde."
Wiener,Bank-Verein,split,llm,google/gemma-4-31b,2026-08-25,Adjektiv 'Wiener' und Substantiv 'Bank-Verein' bilden eine normale Wortgruppe ohne Bindestrich oder Satzzeichen.
Wier,zurück,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um die Ortsangabe 'nach Wier' (wahrscheinlich OCR-Fehler für Czernowitz) und das Adverb 'zurück'; beide sind eigenständige Wörter.
Wilhelm,Ernst,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich in beiden Fällen um Vornamen einer Person (Vorname und Zweitname); laut Korpusfrequenz ist die getrennte Schreibweise deutlich häufiger als die Kopplung mit Bindestrich.
Willi,Stettner,split,llm,google/gemma-4-31b,2026-08-25,Vorname und Nachname einer Person werden ohne Satzzeichen getrennt geschrieben.
Windisch-Graetz,Auersperg,hyphen,llm,google/gemma-4-31b,2026-08-25,Doppelname des Adels.
Windisch-Graetz-Fürsten,berg,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil 'berg' ist kleingeschrieben und vervollständigt den Familiennamen Windisch-Graetz-Fürstenberg.
Wintzingerode,Knorr,hyphen,llm,google/gemma-4-31b,2026-08-25,"Doppelname einer Person, belegt durch Korpus und Kontext ('geb. Ruth v. Mar...')."
Wochenschrift,Nr,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die Bezeichnung einer Ausgabe (Wochenschrift Nr. X); dies wird im Deutschen als zwei separate Wörter geschrieben, wobei 'Nr.' eine eigenständige Abkürzung ist."
Wohl,Edl,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um das honorative Adjektiv 'wohledel' (hier abgekürzt als Edl.), das in Texten des 17. Jahrhunderts häufig als zwei Wörter geschrieben wurde; die Korpusfrequenz stützt 'split' deutlich"
Wohlfahrts,fonds,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist klein geschrieben, was auf eine Worttrennung im Stamm hindeutet; 'Wohlfahrtsfonds' ist ein gängiges Kompositum."
Wollkleider,Jumpers,comma,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Aufzählung von Kleidungsstücken (röcke, Teagowns, Aparte Wollkleider, Jumpers), bei der die Elemente durch Trennzeichen gegliedert sind."
Woolwinder,Handikap,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen zusammengesetzten Namen eines Sportereignisses (Pferderennen); die Zeitung setzt Substantiv-Komposita dieser Art häufig mit Bindestrich.
Worter,der,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um 'Worten der' (OCR-Fehler r für n); 'der' leitet hier ein Genitivattribut zu den Worten ein, daher kein Satzzeichen."
Wrbna-Kaunitz-Rietberg,Questenberg,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen komplexen, zusammengesetzten Adelsnamen (Mehrfachname), bei dem die einzelnen Namensteile mit Bindestrichen verbunden werden."
Wörthersee,Rundfahrten,hyphen,llm,google/gemma-4-31b,2026-08-25,Kompositum aus einem Eigennamen (Wörthersee) und einem Substantiv; zweiter Teil großgeschrieben.
Zah,der,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um zwei separate Wörter ('Zahl' und 'der'); das fehlende 'l' am Ende von 'Zah' ist ein OCR-Fehler, die Wortgrenze bleibt jedoch bestehen."
Zeit,vertreib,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und bildet zusammen mit dem ersten Teil das Kompositum 'Zeitvertreib'.
Zen,Grafen,comma,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Apposition (Name gefolgt von Titeln), was in diesen Listen durch ein Komma getrennt wird: 'Johann Zen, Grafen v. Goëß'."
Zentral,versand,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist kleingeschrieben, was auf eine Worttrennung mitten im Stamm eines Komposums hindeutet; 'Zentralversand' ist ein gängiger Begriff."
